"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Default","Id"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage","branch","","","","","","Current charging voltage, as measured at the charging inlet.","","","","7170151d653b52c6bb5e75cb0a14d1c5"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage.DC","sensor","float","","V","","","Current DC charging voltage at charging inlet.","","","","701c21d1a4815b35ba061415789ec911"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage.Phase1","sensor","float","","V","","","Current AC charging voltage (rms) at inlet for Phase 1.","","","","15991c8316585816815d6f4fb6b06776"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage.Phase2","sensor","float","","V","","","Current AC charging voltage (rms) at inlet for Phase 2.","","","","6c0dcf98169d5a5190736a6dd81291a4"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeVoltage.Phase3","sensor","float","","V","","","Current AC charging voltage (rms) at inlet for Phase 3.","","","","1ab06b48231e54e2ac27e543508c84f0"
"Vehicle.Powertrain.TractionBattery.Charging.AveragePower","sensor","float","","kW","","","Average charging power of last or current charging event.","","","","acc1728f1839516287d86975f679ec33"
"Vehicle.Powertrain.TractionBattery.Charging.MaxPower","sensor","float","","kW","","","Maximum charging power of last or current charging event.","","","","a8abad6796d55f8abe925c1efd76280a"
"Vehicle.Powertrain.TractionBattery.Charging.EvseId","sensor","string","","","","","EVSE charging point ID (without separators) of last or current charging event according to ISO 15118-2 Annex H.","Length of id between 7 and 37 characters. ZZ00000 to be used if SECC cannot provide id","","","5cd32296574a5f0db05434ecb24ea778"
"Vehicle.Powertrain.TractionBattery.Charging.Location","branch","","","","","","Location of last or current charging event.","This may depending on implementation represent the location of (the charge port of) the vehicle during charging, or the actual location of the charger/load connected to the vehicle.","","","5fef3925dfd55bbeb5d6590181fbbad8"
"Vehicle.Powertrain.TractionBattery.Charging.Location.Latitude","sensor","double","","degrees","-90","90","Latitude of last or current charging event in WGS 84 geodetic coordinates.","","","","33fc44c112735cc2bc0ee02f1786d948"
"Vehicle.Powertrain.TractionBattery.Charging.Location.Longitude","sensor","double","","degrees","-180","180","Longitude of last or current charging event in WGS 84 geodetic coordinates.","","","","42db7473630c506eb5528c9bcaf8e8c6"
"Vehicle.Powertrain.TractionBattery.Charging.Location.Altitude","sensor","double","","m","","","Altitude relative to WGS 84 reference ellipsoid of last or current charging event.","","","","eed551cc893a5e12ba6a3b977d93cc03"
"Vehicle.Powertrain.TractionBattery.Charging.PowerLoss","sensor","float","","W","","","Electrical energy lost by power dissipation to heat inside the AC/DC converter.","","","","88f40bbeb80b5dfb97ceba13269665c5"
"Vehicle.Powertrain.TractionBattery.Charging.Temperature","sensor","float","","celsius","","","Current temperature of AC/DC converter converting grid voltage to battery voltage.","","","","c3c0ef3a41db5df1bab659803adbc7ba"
"Vehicle.Powertrain.TractionBattery.Charging.ChargeRate","sensor","float","","km/h","","","Current charging rate, as in kilometers of range added per hour.","","","","a287cea3fdaa533180c8e349343a7851"
"Vehicle.Powertrain.TractionBattery.Charging.TimeToComplete","sensor","uint32","","s","","","The time needed for the current charging process to reach Charging.ChargeLimit. 0 if charging is complete or no charging process is active or planned.","Shall consider time set by Charging.Timer.Time. E.g. if charging shall start in 3 hours and 2 hours of charging is needed, then Charging.TimeToComplete shall report 5 hours.","","","c6439c2e068652b08383b9654e2e784a"
"Vehicle.Powertrain.TractionBattery.Charging.Timer","branch","","","","","","Properties related to timing of battery charging sessions.","","","","cd5b57ada627510e83f90832efed9d5a"
"Vehicle.Powertrain.TractionBattery.Charging.Timer.Mode","actuator","string","","","","","Defines timer mode for charging: INACTIVE - no timer set, charging may start as soon as battery is connected to a charger. START_TIME - charging shall start at Charging.Timer.Time. END_TIME - charging shall be finished (reach Charging.ChargeLimit) at Charging.Timer.Time. When charging is completed the vehicle shall change mode to 'inactive' or set a new Charging.Timer.Time. Charging shall start immediately if mode is 'starttime' or 'endtime' and Charging.Timer.Time is a time in the past.","","['INACTIVE', 'START_TIME', 'END_TIME']","","b09fb52261735977af275dda1904a7a1"
"Vehicle.Powertrain.TractionBattery.Charging.Timer.Time","actuator","string","","iso8601","","","Time for next charging-related action, formatted according to ISO 8601 with UTC time zone. Value has no significance if Charging.Timer.Mode is 'inactive'.","","","","c08dcaeda02b5e26aacd7e2542f0fc90"
"Vehicle.Powertrain.TractionBattery.DCDC","branch","","","","","","Properties related to DC/DC converter converting high voltage (from high voltage battery) to vehicle low voltage (supply voltage, typically 12 Volts).","","","","01f4943795b55cbd8f94e1bca137fc0a"
"Vehicle.Powertrain.TractionBattery.DCDC.PowerLoss","sensor","float","","W","","","Electrical energy lost by power dissipation to heat inside DC/DC converter.","","","","f29e37087cdf57ca998188c7b945a77b"
"Vehicle.Powertrain.TractionBattery.DCDC.Temperature","sensor","float","","celsius","","","Current temperature of DC/DC converter converting battery high voltage to vehicle low voltage (typically 12 Volts).","","","","4e587c3af2aa5fbb9205e42a64fc8d77"
"Vehicle.Powertrain.FuelSystem","branch","","","","","","Fuel system data.","","","","dbc194a7f97d5a56bc8942c17c2db22e"
"Vehicle.Powertrain.FuelSystem.SupportedFuelTypes","attribute","string[]","","","","","High level information of fuel types supported","If a vehicle also has an electric drivetrain (e.g. hybrid) that will be obvious from the PowerTrain.Type signal.","['GASOLINE', 'DIESEL', 'E85', 'LPG', 'CNG', 'LNG', 'H2', 'OTHER']","","80edc3002aa25097aba6455fe459fa6c"
"Vehicle.Powertrain.FuelSystem.SupportedFuel","attribute","string[]","","","","","Detailed information on fuels supported by the vehicle. Identifiers originating from DIN EN 16942:2021-08, appendix B, with additional suffix for octane (RON) where relevant.","RON 95 is sometimes referred to as Super, RON 98 as Super Plus.","['E5_95', 'E5_98', 'E10_95', 'E10_98', 'E85', 'B7', 'B10', 'B20', 'B30', 'B100', 'XTL', 'LPG', 'CNG', 'LNG', 'H2', 'OTHER']","","7fd3bf2ef0c650e69ff2037875ec59ee"
"Vehicle.Powertrain.FuelSystem.HybridType","attribute","string","","","","","Defines the hybrid type of the vehicle.","","['UNKNOWN', 'NOT_APPLICABLE', 'STOP_START', 'BELT_ISG', 'CIMG', 'PHEV']","UNKNOWN","f0f72012f5e453c1935ff8c3a5aff696"
"Vehicle.Powertrain.FuelSystem.TankCapacity","attribute","float","","l","","","Capacity of the fuel tank in liters.","","","","362643b866c55d5386fdbdf383464e90"
"Vehicle.Powertrain.FuelSystem.AbsoluteLevel","sensor","float","","l","","","Current available fuel in the fuel tank expressed in liters.","","","","00a1399655ee5d9188022f3d55d8f05e"
"Vehicle.Powertrain.FuelSystem.RelativeLevel","sensor","uint8","","percent","0","100","Level in fuel tank as percent of capacity. 0 = empty. 100 = full.","","","","e90e3daa1dcd5165a9d78b09e890fb22"
"Vehicle.Powertrain.FuelSystem.Range","sensor","uint32","","m","","","Remaining range in meters using only liquid fuel.","","","","c5a0dbe5e754553897f0aed0069af57a"
"Vehicle.Powertrain.FuelSystem.TimeRemaining","sensor","uint32","","s","","","Time remaining in seconds before the fuel tank is empty.","","","","a531b80a16bc59949abb2ab5228a1034"
"Vehicle.Powertrain.FuelSystem.InstantConsumption","sensor","float","","l/100km","0","","Current consumption in liters per 100 km.","","","","cf65767ec8ad56ffadfdccd831e4b562"
"Vehicle.Powertrain.FuelSystem.AverageConsumption","sensor","float","","l/100km","0","","Average consumption in liters per 100 km.","","","","e2252108125a54dcab34e1bad0fe8bdc"
"Vehicle.Powertrain.FuelSystem.ConsumptionSinceStart","sensor","float","","l","","","Fuel amount in liters consumed since start of current trip.","A new trip is considered to start when engine gets enabled (e.g. LowVoltageSystemState in ON or START mode). A trip is considered to end when engine is no longer enabled. The signal may however keep the value of the last trip until a new trip is started.","","","adf0a40964ff556f92b10275ad918883"
"Vehicle.Powertrain.FuelSystem.IsEngineStopStartEnabled","sensor","boolean","","","","","Indicates whether eco start stop is currently enabled.","","","","176eed5bb0da582a9ee56f1c70e12075"
"Vehicle.Powertrain.FuelSystem.IsFuelLevelLow","sensor","boolean","","","","","Indicates that the fuel level is low (e.g. <50km range).","","","","65f18ee3b04f5d4c8bb76083227dd9fe"
"Vehicle.Powertrain.FuelSystem.RefuelPortPosition","attribute","string[]","","","","","Position of refuel port(s). First part indicates side of vehicle, second part relative position on that side.","","['FRONT_LEFT', 'FRONT_MIDDLE', 'FRONT_RIGHT', 'REAR_LEFT', 'REAR_MIDDLE', 'REAR_RIGHT', 'LEFT_FRONT', 'LEFT_MIDDLE', 'LEFT_REAR', 'RIGHT_FRONT', 'RIGHT_MIDDLE', 'RIGHT_REAR']","","a7b5eb269b345ef7b18602b66517f952"
"Vehicle.Powertrain.FuelSystem.IsFuelPortFlapOpen","actuator","boolean","","","","","Status of the fuel port flap(s). True if at least one is open.","","","","fded7edb113c5894a21722085834f3ae"
"Vehicle.Body","branch","","","","","","All body components.","","","","bd2854e6a9165c5698ce8dd9f0438ecc"
"Vehicle.Body.BodyType","attribute","string","","","","","Body type code as defined by ISO 3779.","","","","6253412513105deea63b1d424117fd88"
"Vehicle.Body.RefuelPosition","attribute","string","v4.1 replaced with Vehicle.Powertrain.TractionBattery.Charging.ChargePortPosition and Vehicle.Powertrain.FuelSystem.RefuelPortPosition","","","","Location of the fuel cap or charge port.","","['FRONT_LEFT', 'FRONT_RIGHT', 'MIDDLE_LEFT', 'MIDDLE_RIGHT', 'REAR_LEFT', 'REAR_RIGHT']","","53ef90a851fa57f0810d50238e852f02"
"Vehicle.Body.Hood","branch","","","","","","Hood status. Start position for Hood is Closed.","The hood is the hinged cover over the engine compartment of a motor vehicles. Depending on vehicle, it can be either in the front or back of the vehicle. Luggage compartments are in VSS called trunks, even if they are located at the front of the vehicle.","","","84510652bf915bbe8bf5f477aab2b44a"
"Vehicle.Body.Hood.IsOpen","actuator","boolean","","","","","Is item open or closed? True = Fully or partially open. False = Fully closed.","","","","890aa3359e1a579288af1cf8e6b5b71f"
"Vehicle.Body.Hood.Position","actuator","uint8","","percent","0","100","Item position. 0 = Start position 100 = End position.","Relationship between Open/Close and Start/End position is item dependent.","","","b79e060142095986aaeffcddd26d0d53"
"Vehicle.Body.Hood.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","['INACTIVE', 'CLOSE', 'OPEN', 'ONE_SHOT_CLOSE', 'ONE_SHOT_OPEN']","","256f856f00725f1fbd733b78f864c10d"
"Vehicle.Body.Trunk","branch","","","","","","Trunk status. Start position for Trunk is Closed.","A trunk is a luggage compartment in a vehicle. Depending on vehicle, it can be either in the front or back of the vehicle. Some vehicles may have trunks both at the front and at the rear of the vehicle.","","","a584c6a5aa235cb88ac686f8d72a1dff"
"Vehicle.Body.Trunk.Front","branch","","","","","","Trunk status. Start position for Trunk is Closed.","A trunk is a luggage compartment in a vehicle. Depending on vehicle, it can be either in the front or back of the vehicle. Some vehicles may have trunks both at the front and at the rear of the vehicle.","","","a455aca5bae55c22b7949fd31a765a6c"
"Vehicle.Body.Trunk.Front.IsLocked","actuator","boolean","","","","","Is item locked or unlocked. True = Locked. False = Unlocked.","","","","e0eabc210f07505fa1b66b67729d681b"
"Vehicle.Body.Trunk.Front.IsOpen","actuator","boolean","","","","","Is item open or closed? True = Fully or partially open. False = Fully closed.","","","","2047de0896a352fcaf02baa06819a023"
"Vehicle.Body.Trunk.Front.Position","actuator","uint8","","percent","0","100","Item position. 0 = Start position 100 = End position.","Relationship between Open/Close and Start/End position is item dependent.","","","6d871111a565517098cd29936a30dd22"
"Vehicle.Body.Trunk.Front.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","['INACTIVE', 'CLOSE', 'OPEN', 'ONE_SHOT_CLOSE', 'ONE_SHOT_OPEN']","","63a651cd414652aba970a937af0b3621"
"Vehicle.Body.Trunk.Front.IsLightOn","actuator","boolean","","","","","Is trunk light on","V4.0 Moved from Vehicle.Cabin.Lights.IsTrunkOn because Trunk is not defined as part of the Cabin.","","","43d7844934a45890bf2a287b676a994b"
"Vehicle.Body.Trunk.Rear","branch","","","","","","Trunk status. Start position for Trunk is Closed.","A trunk is a luggage compartment in a vehicle. Depending on vehicle, it can be either in the front or back of the vehicle. Some vehicles may have trunks both at the front and at the rear of the vehicle.","","","a6170ff5e4325f38b5d57402e1d95e5a"
"Vehicle.Body.Trunk.Rear.IsLocked","actuator","boolean","","","","","Is item locked or unlocked. True = Locked. False = Unlocked.","","","","8f9b55b002ed59d3ac2ef0b014abf4aa"
"Vehicle.Body.Trunk.Rear.IsOpen","actuator","boolean","","","","","Is item open or closed? True = Fully or partially open. False = Fully closed.","","","","3d3249e59306594698367b839b12c938"
"Vehicle.Body.Trunk.Rear.Position","actuator","uint8","","percent","0","100","Item position. 0 = Start position 100 = End position.","Relationship between Open/Close and Start/End position is item dependent.","","","574ae721a062565b9c057d813782909e"
"Vehicle.Body.Trunk.Rear.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","['INACTIVE', 'CLOSE', 'OPEN', 'ONE_SHOT_CLOSE', 'ONE_SHOT_OPEN']","","7a9f400abf875713adb5c696ae29b2be"
"Vehicle.Body.Trunk.Rear.IsLightOn","actuator","boolean","","","","","Is trunk light on","V4.0 Moved from Vehicle.Cabin.Lights.IsTrunkOn because Trunk is not defined as part of the Cabin.","","","a1065214515c5f7aa86f51eb7bf36664"
"Vehicle.Body.Horn","branch","","","","","","Horn signals.","","","","09c76633887f52268b960740eb969c89"
"Vehicle.Body.Horn.IsActive","actuator","boolean","","","","","Horn active or inactive. True = Active. False = Inactive.","","","","ba20deed9314525bb9d552a2b787fb20"
"Vehicle.Body.Raindetection","branch","","","","","","Rain sensor signals.","","","","f16759f3dcfb5be4832e962da29ebd6c"
"Vehicle.Body.Raindetection.Intensity","sensor","uint8","","percent","","100","Rain intensity. 0 = Dry, No Rain. 100 = Covered.","","","","1ee0a2f22e8257d299425a4ff2652555"
"Vehicle.Body.Windshield","branch","","","","","","Windshield signals.","","","","73efba535dcb5032b9edc43406b050b8"
"Vehicle.Body.Windshield.Front","branch","","","","","","Windshield signals.","","","","8f0c61e4e4f557d98729210fc3c74f72"
"Vehicle.Body.Windshield.Front.Wiping","branch","","","","","","Windshield wiper signals.","","","","2cffeccdc19a587cbe2264f426c6881a"
"Vehicle.Body.Windshield.Front.Wiping.Mode","actuator","string","","","","","Wiper mode requested by user/driver. INTERVAL indicates intermittent wiping, with fixed time interval between each wipe. RAIN_SENSOR indicates intermittent wiping based on rain intensity.","","['OFF', 'SLOW', 'MEDIUM', 'FAST', 'INTERVAL', 'RAIN_SENSOR']","","3ee6552c96e551c5b06b79ad30226767"
"Vehicle.Body.Windshield.Front.Wiping.Intensity","actuator","uint8","","","","","Relative intensity/sensitivity for interval and rain sensor mode as requested by user/driver. Has no significance if Windshield.Wiping.Mode is OFF/SLOW/MEDIUM/FAST 0 - wipers inactive. 1 - minimum intensity (lowest frequency/sensitivity, longest interval). 2/3/4/... - higher intensity (higher frequency/sensitivity, shorter interval). Maximum value supported is vehicle specific.","","","","7cdd36d1cc8f5f9a9f079f663190b588"
"Vehicle.Body.Windshield.Front.Wiping.System","branch","","","","","","Signals to control behavior of wipers in detail. By default VSS expects only one instance.","These signals are typically not directly available to the user/driver of the vehicle. The overlay in overlays/extensions/dual_wiper_systems.vspec can be used to modify this branch to support two instances; Primary and Secondary.","","","9002ff76166950e0aa3b7c9df3b53468"
"Vehicle.Body.Windshield.Front.Wiping.System.Mode","actuator","string","","","","","Requested mode of wiper system. STOP_HOLD means that the wipers shall move to position given by TargetPosition and then hold the position. WIPE means that wipers shall move to the position given by TargetPosition and then hold the position if no new TargetPosition is requested. PLANT_MODE means that wiping is disabled. Exact behavior is vehicle specific. EMERGENCY_STOP means that wiping shall be immediately stopped without holding the position.","","['STOP_HOLD', 'WIPE', 'PLANT_MODE', 'EMERGENCY_STOP']","","d15518f5d1bc54a38718f43ef749dd34"
